svtg_01GW2HHFBND37W7E730QVADK0B,Cultural centers,t,community-support.cultural-centers,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVCXGK9GPK6SAZ2Q7E3
svtg_01GW2HHFBN1NBS5WWDSNB2D9DA,Travel assistance,t,abortion-care.travel-assistance,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVBM0ZHVJ295P2QKR6H
svtg_01GW2HHFBNJ4CGGZATZZS8DZWR,LGBTQ centers,t,community-support.lgbtq-centers,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVCXGK9GPK6SAZ2Q7E3
svtg_01GW2HHFBN7GFWZJSATZDCK7EM,Immigration sponsorship,t,community-support.sponsors,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVCXGK9GPK6SAZ2Q7E3
svtg_01GW2HHFBN1CFQYR8RPA0KHSV0,Spiritual support,t,community-support.spiritual-support,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVCXGK9GPK6SAZ2Q7E3
svtg_01J1GDWBTR3HT3AYGY4NEPRB62,Moving and domestic relocation,t,financial-assistance.moving-and-domestic-relocation,services,2024-06-28 22:01:29.859,2024-06-28 22:01:29.859,,svct_01J1DGAQK79BW8G73FA3RNXX3Q
svtg_01GW2HHFBQ053M5632FG5BEHAB,Deportation or removal,t,legal.deportation-or-removal,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVH75KPRYKD49EJHYXX
svtg_01GW2HHFBQWFR2KPXH7KPX96BD,Employment authorization,t,legal.employment-authorization,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVH75KPRYKD49EJHYXX
svtg_01GW2HHFBQ78QZGW7YAPDZ2YJS,Immigration detention,t,legal.immigration-detention,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVH75KPRYKD49EJHYXX
svtg_01GW2HHFBRY1NC6GD7XAHG6AR8,Legal hotlines,t,legal.legal-hotlines,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVH75KPRYKD49EJHYXX
svtg_01GW2HHFBR53GRFZYTNQ8DQ2WF,Residency,t,legal.residency,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVH75KPRYKD49EJHYXX
svtg_01GW2HHFBR3T44H6K1BKD38JYT,Special Immigrant Juvenile Status (SIJS),t,legal.special-immigrant-juvenile-status-sijs,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVH75KPRYKD49EJHYXX
svtg_01GW2HHFBR0YA6DR2VTE0KCE9N,T visa,t,legal.t-visa,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVH75KPRYKD49EJHYXX
svtg_01GW2HHFBRYVSPX4GA4RZY0XTA,U visa,t,legal.u-visa,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVH75KPRYKD49EJHYXX
svtg_01GW2HHFBRJER29EH8BK4STRPE,COVID-19 services,t,medical.covid-19-services,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVKVHTWSBY7PVWC5390
svtg_01GW2HHFBRQ76SJBY7973FZFDC,Dental care,t,medical.dental-care,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVKVHTWSBY7PVWC5390
svtg_01GW2HHFBRPBXSYN12DWNEAJJ7,HIV and sexual health,t,medical.hiv-and-sexual-health,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVKVHTWSBY7PVWC5390
svtg_01GW2HHFBRJX151YFSTMPVN7CV,Medical clinics,t,medical.medical-clinics,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVKVHTWSBY7PVWC5390
svtg_01GW2HHFBRDW97D7E0XAPA2XRN,OBGYN services,t,medical.obgyn-services,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVKVHTWSBY7PVWC5390
svtg_01GW2HHFBRZB55NNQXGZDZSC8Y,Physical evaluations for asylum claim,t,medical.physical-evaluations-for-asylum-claim,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVKVHTWSBY7PVWC5390
svtg_01GW2HHFBR506BA0ZA7XZWX23Q,Trans health - gender affirming surgery,t,medical.trans-health-gender-affirming-surgery,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVKVHTWSBY7PVWC5390
svtg_01GW2HHFBSBVW6KJACB43FTFNQ,Trans health - hormone and surgery letters,t,medical.trans-health-hormone-and-surgery-letters,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVKVHTWSBY7PVWC5390
svtg_01GW2HHFBSZJ7ZQD3AVMKQK83N,Trans health - hormone therapy,t,medical.trans-health-hormone-therapy,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVKVHTWSBY7PVWC5390
svtg_01GW2HHFBSG3BES4BKSW269M8K,Trans health - primary care,t,medical.trans-health-primary-care,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVKVHTWSBY7PVWC5390
svtg_01GW2HHFBS5YQWBD8N2V56X5X0,Trans health - speech therapy,t,medical.trans-health-speech-therapy,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVKVHTWSBY7PVWC5390
svtg_01GW2HHFBS2G776ZTE6R3ZCWEF,BIPOC support groups,t,mental-health.bipoc-support-groups,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVMEF7DMG9WHP0JM2ZZ
svtg_01GW2HHFBSKZHCJT1X2KWXC8HB,Hotlines,t,mental-health.hotlines,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVMEF7DMG9WHP0JM2ZZ
svtg_01GW2HHFBSTS3SZNE3GBAF9N2B,Private therapy and counseling,t,mental-health.private-therapy-and-counseling,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVMEF7DMG9WHP0JM2ZZ
svtg_01GW2HHFBRK22BMD8KX9DZ9JA5,Physical evaluations for refugee claim,f,medical.physical-evaluations-for-refugee-claim,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVKVHTWSBY7PVWC5390
svtg_01GW2HHFBRB8R4AQVR2FYE72EC,Name and gender marker change,t,legal.name-and-gender-change,services,2023-03-21 16:55:20.191,2023-09-22 18:18:52.804,,svct_01GW2HHEVH75KPRYKD49EJHYXX
svtg_01J1GDWBVVQ9BBBWMDW3J8J4MT,Community meals,f,food.community-meals,services,2024-06-28 22:01:29.859,2024-06-28 22:01:29.859,,svct_01GW2HHEVFXW9YFMK4R95ZHBPV
svtg_01J1GDWBWJKRP2H2NC84CXAERQ,Food delivery,f,food.food-delivery,services,2024-06-28 22:01:29.859,2024-06-28 22:01:29.859,,svct_01GW2HHEVFXW9YFMK4R95ZHBPV
svtg_01J1GDWBWZJAKK8GBQ9GECY6W6,Food pantries,f,food.food-pantries,services,2024-06-28 22:01:29.859,2024-06-28 22:01:29.859,,svct_01GW2HHEVFXW9YFMK4R95ZHBPV
svtg_01J1GDWBXBWPMPZCNAYNCGEHYP,Nutrition education,f,food.nutrition-education,services,2024-06-28 22:01:29.859,2024-06-28 22:01:29.859,,svct_01GW2HHEVFXW9YFMK4R95ZHBPV
svtg_01J1GDWBXYEJX7RJP7XRXJYPAH,Drop-in centers,f,housing.drop-in-centers,services,2024-06-28 22:01:29.859,2024-06-28 22:01:29.859,,svct_01GW2HHEVFXW9YFMK4R95ZHBPV
svtg_01J1GDWBVDA1D99CMT3GZ2B0MK,Mutual Aid,t,financial-assistance.mutual-aid,services,2024-06-28 22:01:29.859,2024-06-28 22:01:29.859,,svct_01J1DGAQK79BW8G73FA3RNXX3Q
svtg_01J1GDWBZ1ADVREA7WQBP0WVS1,Fertility and family planning services,f,medical.fertility-and-family-planning-services,services,2024-06-28 22:01:29.859,2024-06-28 22:01:29.859,,svct_01GW2HHEVKVHTWSBY7PVWC5390
svtg_01J1GDWBZFV8CC7GY731BYY3Q2,Substance use,f,medical.substance-use,services,2024-06-28 22:01:29.859,2024-06-28 22:01:29.859,,svct_01GW2HHEVKVHTWSBY7PVWC5390
svtg_01GW2HHFBP9GBJPZMWM9PA5DX0,Training and professional development,t,education-and-employment.training-and-professional-development,services,2023-03-21 16:55:20.191,2024-06-28 22:01:29.859,,svct_01GW2HHEVDX898ZT0QGM471WMV
svtg_01GW2HHFBP9CP8V4WGA1QCWVKQ,Food assistance,t,food.food-assistance,services,2023-03-21 16:55:20.191,2024-06-28 22:01:29.859,,svct_01GW2HHEVFXW9YFMK4R95ZHBPV
svtg_01GW2HHFBT91CV2R6WKEX6MYPE,Mail services,t,housing.mail-services,services,2023-03-21 16:55:20.191,2024-06-28 22:01:29.859,,svct_01GW2HHEVF8W7D67CH3NVSQYA6
svtg_01GW2HHFBQF6937029TNRN458W,Family-based immigration,t,legal.family-based-immigration,services,2023-03-21 16:55:20.191,2024-06-28 22:01:29.859,,svct_01GW2HHEVH75KPRYKD49EJHYXX
svtg_01J4044WXYVFRA8R6JJSDCF7WT,Advocacy and Community Organizing,t,community-support.advocacy-and-community-organizing,services,2024-07-29 21:22:00.326,2024-07-29 21:22:00.326,,svct_01GW2HHEVCXGK9GPK6SAZ2Q7E3
svtg_01J1GDWBZWCETYNVMP4M9HEJCT,Family support groups,t,mental-health.family-support-groups,services,2024-06-28 22:01:29.859,2024-06-28 22:01:29.859,,svct_01GW2HHEVMEF7DMG9WHP0JM2ZZ
svtg_01J1GDWBYGPVJWKJ1JEPVCSTJT,Family law,t,legal.family-law,services,2024-06-28 22:01:29.859,2024-06-28 22:01:29.859,,svct_01GW2HHEVH75KPRYKD49EJHYXX
svtg_01J4044WXYZR5YA52JG1Q5FDF2,Self-Advocacy Information,t,legal.self-advocacy-information,services,2024-07-29 21:22:00.042,2024-07-29 21:22:00.042,,svct_01GW2HHEVH75KPRYKD49EJHYXX
svtg_01GW2HHFBS617V01ANP6MXPSSX,Psychological evaluations for asylum claim,t,mental-health.psychological-evaluations-for-asylum-claim,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVMEF7DMG9WHP0JM2ZZ
svtg_01GW2HHFBSX65WWRQ3BFXHWCJN,Substance use,t,mental-health.substance-use,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVMEF7DMG9WHP0JM2ZZ
svtg_01GW2HHFBS72MEA9GWN7FWYWQA,Support for caregivers of trans youth,t,mental-health.support-for-caregivers-of-trans-youth,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVMEF7DMG9WHP0JM2ZZ
svtg_01GW2HHFBS16CJP08CPDSNNVBY,Support for conversion therapy survivors,t,mental-health.support-for-conversion-therapy-survivors,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVMEF7DMG9WHP0JM2ZZ
svtg_01GW2HHFBSTFJC21CK33S54BPZ,Support groups,t,mental-health.support-groups,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVMEF7DMG9WHP0JM2ZZ
svtg_01GW2HHFBSPTXA7Q4W5RKFP53W,Trans support groups,t,mental-health.trans-support-groups,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVMEF7DMG9WHP0JM2ZZ
svtg_01GW2HHFBSYJJ8FRE5QRW4BQVR,Sports and entertainment,t,sports-and-entertainment.sports-and-entertainment,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVPE008PHCPNHZDAWMS
svtg_01GW2HHFBSA32322K840DVFNSW,General translation and interpretation,t,translation-and-interpretation.general-translation-and-interpretation,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVPFRQR07PTHMWJDDKS
svtg_01GW2HHFBTPY48P18NZR9S3DC8,For healthcare,t,translation-and-interpretation.for-healthcare,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVPFRQR07PTHMWJDDKS
svtg_01GW2HHFBTRAAMB3K1JQ2V41GH,For legal services,t,translation-and-interpretation.for-legal-services,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVPFRQR07PTHMWJDDKS
svtg_01GW2HHFBTM1JSTAQKF8DYS9V5,Transit passes and discounts,t,transportation.transit-passes-and-discounts,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVPXANJ6MPCDE0S4CWT
svtg_01GW2HHFBTQ73C86ARY7WV96WB,Transportation assistance,t,transportation.transportation-assistance,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVPXANJ6MPCDE0S4CWT
svtg_01GW2HHFBN7M36NVSDWR6M9K20,Reception services,f,community-support.reception-services,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVCXGK9GPK6SAZ2Q7E3
svtg_01GW2HHFBPHEBB94KEDQXEA8AC,Language classes,f,education-and-employment.language-classes,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVDX898ZT0QGM471WMV
svtg_01GW2HHFBRSQG19TQ4G5EVP3AQ,Legal advice,f,legal.legal-advice,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVH75KPRYKD49EJHYXX
svtg_01GW2HHFBRYMX5EH2J05SREANF,Refugee claim,f,legal.refugee-claim,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVH75KPRYKD49EJHYXX
svtg_01GW2HHFBR4WXR0SMNAKZAHFGK,Trans health,f,medical.trans-health,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVKVHTWSBY7PVWC5390
svtg_01GW2HHFBS6STMXJT0GK4F4YQS,Psychological evaluations for refugee claim,f,mental-health.psychological-evaluations-for-refugee-claim,services,2023-03-21 16:55:20.191,2023-06-07 22:32:50.634,,svct_01GW2HHEVMEF7DMG9WHP0JM2ZZ
svtg_01H2738F1W23TZXB23VNPR9JM3,Community and social groups,t,community-support.community-social-groups,services,2023-06-07 02:38:10.157,2023-06-07 22:32:50.634,,svct_01GW2HHEVCXGK9GPK6SAZ2Q7E3
svtg_01H273BXC1T475GPEW4TXZ3Z20,"Art, music, and literature",t,sports-and-entertainment.art-music-literature,services,2023-06-07 02:38:10.157,2023-06-07 22:32:50.634,,svct_01GW2HHEVPE008PHCPNHZDAWMS
svtg_01H273CH9YC9PXQWJ5RV349T2F,Incarceration and re-entry services,t,community-support.reentry-services,services,2023-06-07 02:38:10.157,2023-10-25 15:43:56.744,,svct_01GW2HHEVCXGK9GPK6SAZ2Q7E3
