ohrs_01GW2HT8CQFZHK6TD586TJ1MFH,5,12:30:00+00,21:00:00+00,f,oloc_01GVH3VDK7K221JFCDF058ATT1,,orgn_01GVH3V3R6MHVYTXFE1KYDZR1Q,f,f,5e7e4bd9d54f1760921a3abc,Clinic Hours,"Monday: Lunch break from 12:00 PM - 2:15 PM.
Tuesday, Thursday, Friday: Lunch break from 12:00 PM - 1:00 PM.
Wednesday (late hours): Lunch break from 2:00 PM - 3:00 PM.",,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8CQHH5YKE1GTM2P4EWD,1,13:00:00+00,21:00:00+00,f,oloc_01GVH3VDK7K221JFCDF058ATT1,,orgn_01GVH3V3R6MHVYTXFE1KYDZR1Q,f,f,5f8b545559829e0017634a7b,Phone Hours,Monday through Friday: 9AM to 12PM and 1PM to 5PM. Lunch break from 12PM to 1PM.,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8CQA1K5BHKRF2BR90SY,2,13:00:00+00,21:00:00+00,f,oloc_01GVH3VDK7K221JFCDF058ATT1,,orgn_01GVH3V3R6MHVYTXFE1KYDZR1Q,f,f,5f8b545559829e0017634a7b,Phone Hours,Monday through Friday: 9AM to 12PM and 1PM to 5PM. Lunch break from 12PM to 1PM.,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8CQDXMWWDW1FK7W8TV7,3,13:00:00+00,21:00:00+00,f,oloc_01GVH3VDK7K221JFCDF058ATT1,,orgn_01GVH3V3R6MHVYTXFE1KYDZR1Q,f,f,5f8b545559829e0017634a7b,Phone Hours,Monday through Friday: 9AM to 12PM and 1PM to 5PM. Lunch break from 12PM to 1PM.,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8CRXC9DNS84J58SAEXC,4,13:00:00+00,21:00:00+00,f,oloc_01GVH3VDK7K221JFCDF058ATT1,,orgn_01GVH3V3R6MHVYTXFE1KYDZR1Q,f,f,5f8b545559829e0017634a7b,Phone Hours,Monday through Friday: 9AM to 12PM and 1PM to 5PM. Lunch break from 12PM to 1PM.,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8CRYSY877GSPEZ4899T,5,13:00:00+00,21:00:00+00,f,oloc_01GVH3VDK7K221JFCDF058ATT1,,orgn_01GVH3V3R6MHVYTXFE1KYDZR1Q,f,f,5f8b545559829e0017634a7b,Phone Hours,Monday through Friday: 9AM to 12PM and 1PM to 5PM. Lunch break from 12PM to 1PM.,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8CRZK6Y2P4DHCR6ZJHM,2,21:00:00+00,23:00:00+00,f,oloc_01GVH3VDK7K221JFCDF058ATT1,,orgn_01GVH3V3R6MHVYTXFE1KYDZR1Q,f,f,62c8400aa06df4001680d581,Outreach & Harm Reduction Clinic Drop In,,,,,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8DEG8T8X5RAXGF6V8BT,0,16:00:00+00,03:59:00+00,f,oloc_01GVH3VDZ6WTZEKK526GR8JHEN,,orgn_01GVH3V3SYFJEYC2Y8QZ28V9FQ,f,f,6346cb6d3effec0016b18e0f,24/7 Helpline,The Trevor Project's crisis counselors are available 24/7,,,EST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8DFGRTGTVHT3891WM6W,1,16:00:00+00,03:59:00+00,f,oloc_01GVH3VDZ6WTZEKK526GR8JHEN,,orgn_01GVH3V3SYFJEYC2Y8QZ28V9FQ,f,f,6346cb6d3effec0016b18e0f,24/7 Helpline,The Trevor Project's crisis counselors are available 24/7,,,EST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8DFRC80SEJQ62R122A7,2,16:00:00+00,03:59:00+00,f,oloc_01GVH3VDZ6WTZEKK526GR8JHEN,,orgn_01GVH3V3SYFJEYC2Y8QZ28V9FQ,f,f,6346cb6d3effec0016b18e0f,24/7 Helpline,The Trevor Project's crisis counselors are available 24/7,,,EST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8DF5PWSQEJ3ZVT506VP,3,16:00:00+00,03:59:00+00,f,oloc_01GVH3VDZ6WTZEKK526GR8JHEN,,orgn_01GVH3V3SYFJEYC2Y8QZ28V9FQ,f,f,6346cb6d3effec0016b18e0f,24/7 Helpline,The Trevor Project's crisis counselors are available 24/7,,,EST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8DFVNJG69JXD15YF0B7,4,16:00:00+00,03:59:00+00,f,oloc_01GVH3VDZ6WTZEKK526GR8JHEN,,orgn_01GVH3V3SYFJEYC2Y8QZ28V9FQ,f,f,6346cb6d3effec0016b18e0f,24/7 Helpline,The Trevor Project's crisis counselors are available 24/7,,,EST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8DF6BS51B1D9MG5101M,5,16:00:00+00,03:59:00+00,f,oloc_01GVH3VDZ6WTZEKK526GR8JHEN,,orgn_01GVH3V3SYFJEYC2Y8QZ28V9FQ,f,f,6346cb6d3effec0016b18e0f,24/7 Helpline,The Trevor Project's crisis counselors are available 24/7,,,EST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8DFF5DEW9BXW3G84SGW,6,16:00:00+00,03:59:00+00,f,oloc_01GVH3VDZ6WTZEKK526GR8JHEN,,orgn_01GVH3V3SYFJEYC2Y8QZ28V9FQ,f,f,6346cb6d3effec0016b18e0f,24/7 Helpline,The Trevor Project's crisis counselors are available 24/7,,,EST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8FSYYZQYC6RRPYX3E7D,0,14:00:00+00,21:00:00+00,f,oloc_01GVH3VDX3ZWHR07DSAABZPQH2,,orgn_01GVH3V3SHC630JFFMNKJY8KM1,f,f,60f87725a6087f0015cc7b5c,General Hours ,Open 24 hrs but may not be able to answer every call. Calling in the timeframe of 10AM-5PM makes it more likely they can accept your call. ,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8FTAZRRC66VYBXSXN5D,1,14:00:00+00,21:00:00+00,f,oloc_01GVH3VDX3ZWHR07DSAABZPQH2,,orgn_01GVH3V3SHC630JFFMNKJY8KM1,f,f,60f87725a6087f0015cc7b5c,General Hours ,Open 24 hrs but may not be able to answer every call. Calling in the timeframe of 10AM-5PM makes it more likely they can accept your call. ,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8FTYRET1EA3QYFCDRDK,2,14:00:00+00,21:00:00+00,f,oloc_01GVH3VDX3ZWHR07DSAABZPQH2,,orgn_01GVH3V3SHC630JFFMNKJY8KM1,f,f,60f87725a6087f0015cc7b5c,General Hours ,Open 24 hrs but may not be able to answer every call. Calling in the timeframe of 10AM-5PM makes it more likely they can accept your call. ,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8FT8MM5XB5H18ZZ5D5N,3,14:00:00+00,21:00:00+00,f,oloc_01GVH3VDX3ZWHR07DSAABZPQH2,,orgn_01GVH3V3SHC630JFFMNKJY8KM1,f,f,60f87725a6087f0015cc7b5c,General Hours ,Open 24 hrs but may not be able to answer every call. Calling in the timeframe of 10AM-5PM makes it more likely they can accept your call. ,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8FTPVK4X1B27AP1GNTK,4,14:00:00+00,21:00:00+00,f,oloc_01GVH3VDX3ZWHR07DSAABZPQH2,,orgn_01GVH3V3SHC630JFFMNKJY8KM1,f,f,60f87725a6087f0015cc7b5c,General Hours ,Open 24 hrs but may not be able to answer every call. Calling in the timeframe of 10AM-5PM makes it more likely they can accept your call. ,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8FTEHZWWYASTGMHG9RQ,5,14:00:00+00,21:00:00+00,f,oloc_01GVH3VDX3ZWHR07DSAABZPQH2,,orgn_01GVH3V3SHC630JFFMNKJY8KM1,f,f,60f87725a6087f0015cc7b5c,General Hours ,Open 24 hrs but may not be able to answer every call. Calling in the timeframe of 10AM-5PM makes it more likely they can accept your call. ,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8FTDJN4R1BBCJ4HPQ2W,6,14:00:00+00,21:00:00+00,f,oloc_01GVH3VDX3ZWHR07DSAABZPQH2,,orgn_01GVH3V3SHC630JFFMNKJY8KM1,f,f,60f87725a6087f0015cc7b5c,General Hours ,Open 24 hrs but may not be able to answer every call. Calling in the timeframe of 10AM-5PM makes it more likely they can accept your call. ,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8GA23DKEPFSY4HXC992,1,12:00:00+00,20:00:00+00,f,oloc_01GVH3VDTE93YZ7ZRVG6SK8J1X,,orgn_01GVH3V3S06WAB2NRJ8KKSK49P,f,f,5e7e4bd9d54f1760921a3bc1,Clinic Hours,Closed on major holidays.,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8GAENR08CP6JPQVRYK7,2,17:00:00+00,22:00:00+00,f,oloc_01GVH3VDTE93YZ7ZRVG6SK8J1X,,orgn_01GVH3V3S06WAB2NRJ8KKSK49P,f,f,5e7e4bd9d54f1760921a3bc1,Clinic Hours,Closed on major holidays.,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8GAY6JE37HDY6BPDFVK,3,12:00:00+00,20:00:00+00,f,oloc_01GVH3VDTE93YZ7ZRVG6SK8J1X,,orgn_01GVH3V3S06WAB2NRJ8KKSK49P,f,f,5e7e4bd9d54f1760921a3bc1,Clinic Hours,Closed on major holidays.,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8GANNG9683HY1NNNWR7,4,17:00:00+00,20:00:00+00,f,oloc_01GVH3VDTE93YZ7ZRVG6SK8J1X,,orgn_01GVH3V3S06WAB2NRJ8KKSK49P,f,f,5e7e4bd9d54f1760921a3bc1,Clinic Hours,Closed on major holidays.,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8GA195RPDZ8BYN6725G,5,12:00:00+00,20:00:00+00,f,oloc_01GVH3VDTE93YZ7ZRVG6SK8J1X,,orgn_01GVH3V3S06WAB2NRJ8KKSK49P,f,f,5e7e4bd9d54f1760921a3bc1,Clinic Hours,Closed on major holidays.,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8GAD6GGEX6CEV7BHVBK,4,12:00:00+00,15:00:00+00,f,oloc_01GVH3VDTE93YZ7ZRVG6SK8J1X,,orgn_01GVH3V3S06WAB2NRJ8KKSK49P,f,f,60edc8f6f965f00015e52159,HIV Early Care Clinic,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8GABXGTECF9QS1K6HPK,4,12:00:00+00,14:45:00+00,f,oloc_01GVH3VDTE93YZ7ZRVG6SK8J1X,,orgn_01GVH3V3S06WAB2NRJ8KKSK49P,f,f,60edd21bf965f00015e5220a,Women's Clinic Hours,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8GBA39PZ4MT9TPQXRS4,1,12:00:00+00,19:00:00+00,f,oloc_01GVH3VDTE93YZ7ZRVG6SK8J1X,,orgn_01GVH3V3S06WAB2NRJ8KKSK49P,f,f,61df52c1cb08a6002e6ee1e6,PrEP Walk-in Hours,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8GBDJFF2BHZBQJJHRWG,2,17:00:00+00,21:00:00+00,f,oloc_01GVH3VDTE93YZ7ZRVG6SK8J1X,,orgn_01GVH3V3S06WAB2NRJ8KKSK49P,f,f,61df52c1cb08a6002e6ee1e6,PrEP Walk-in Hours,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8GBH8HBK073JGM4EHM1,3,12:00:00+00,19:00:00+00,f,oloc_01GVH3VDTE93YZ7ZRVG6SK8J1X,,orgn_01GVH3V3S06WAB2NRJ8KKSK49P,f,f,61df52c1cb08a6002e6ee1e6,PrEP Walk-in Hours,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8GB23E5MSXNFFDV8Z36,5,12:00:00+00,19:00:00+00,f,oloc_01GVH3VDTE93YZ7ZRVG6SK8J1X,,orgn_01GVH3V3S06WAB2NRJ8KKSK49P,f,f,61df52c1cb08a6002e6ee1e6,PrEP Walk-in Hours,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8JYYF3WGJN0SFFZPAS8,1,12:30:00+00,21:30:00+00,f,oloc_01GVH3VE7G33891VEWX278X14H,,orgn_01GVH3V3V6FWQTZR49PS3GBB5J,f,f,5ef50f497c132b001799490d,Office Hours,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8JY73Y1N9WD18S1JAP1,2,12:30:00+00,21:30:00+00,f,oloc_01GVH3VE7G33891VEWX278X14H,,orgn_01GVH3V3V6FWQTZR49PS3GBB5J,f,f,5ef50f497c132b001799490d,Office Hours,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8JYBTSJ3NVABYRKYG42,3,12:30:00+00,21:30:00+00,f,oloc_01GVH3VE7G33891VEWX278X14H,,orgn_01GVH3V3V6FWQTZR49PS3GBB5J,f,f,5ef50f497c132b001799490d,Office Hours,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8JYR9ZVRP5BKTMMEMJH,4,12:30:00+00,21:30:00+00,f,oloc_01GVH3VE7G33891VEWX278X14H,,orgn_01GVH3V3V6FWQTZR49PS3GBB5J,f,f,5ef50f497c132b001799490d,Office Hours,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8JYSGVEV97SHFTQ68QT,5,12:30:00+00,16:30:00+00,f,oloc_01GVH3VE7G33891VEWX278X14H,,orgn_01GVH3V3V6FWQTZR49PS3GBB5J,f,f,5ef50f497c132b001799490d,Office Hours,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8JZMZ37MEBVP7F9C5RJ,1,17:00:00+00,20:00:00+00,f,oloc_01GVH3VE7G33891VEWX278X14H,,orgn_01GVH3V3V6FWQTZR49PS3GBB5J,f,f,5ef5108f7c132b0017994915,English as a Second Language Classes,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8JZF8YSJTJ3A5WP813V,2,17:00:00+00,20:00:00+00,f,oloc_01GVH3VE7G33891VEWX278X14H,,orgn_01GVH3V3V6FWQTZR49PS3GBB5J,f,f,5ef5108f7c132b0017994915,English as a Second Language Classes,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8JZRD0ZR8TP95ZRGNTB,3,17:00:00+00,20:00:00+00,f,oloc_01GVH3VE7G33891VEWX278X14H,,orgn_01GVH3V3V6FWQTZR49PS3GBB5J,f,f,5ef5108f7c132b0017994915,English as a Second Language Classes,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01J7ESNWG9A6AWSJM9D529Q9QF,1,08:00:00+00,16:00:00+00,f,,,,f,f,,,,,,,2024-09-10 20:24:36.8,2024-09-10 20:24:36.8,America/New_York,t,,f
ohrs_01GW2HT8JZFYKMJ605XK5P495T,4,17:00:00+00,20:00:00+00,f,oloc_01GVH3VE7G33891VEWX278X14H,,orgn_01GVH3V3V6FWQTZR49PS3GBB5J,f,f,5ef5108f7c132b0017994915,English as a Second Language Classes,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8JZ4X3DY017W5FB0BG7,5,12:30:00+00,14:30:00+00,f,oloc_01GVH3VE7G33891VEWX278X14H,,orgn_01GVH3V3V6FWQTZR49PS3GBB5J,f,f,62b9a53f685bb00016bf0af7,Food Pantry,,,,,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8JZQFS8BPWB24TKYV9Z,1,15:00:00+00,18:00:00+00,f,oloc_01GVH3VE7G33891VEWX278X14H,,orgn_01GVH3V3V6FWQTZR49PS3GBB5J,f,f,62b9a74e685bb00016bf0b02,Computer Lab,,,,,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8JZBJ06B75CE9KPE1P0,3,17:00:00+00,20:00:00+00,f,oloc_01GVH3VE7G33891VEWX278X14H,,orgn_01GVH3V3V6FWQTZR49PS3GBB5J,f,f,62b9a74e685bb00016bf0b02,Computer Lab,,,,,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8KE5HHHBKZAFJD9N9VY,1,19:00:00+00,01:00:00+00,f,oloc_01GVH3VE0SC195AWZKHCAB452W,,orgn_01GVH3V3T641TN4JKGG9XKS913,f,f,5e7e4bdad54f1760921a3cf3,Hours,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8KE2RS8Z4FSEF1VS1PV,2,19:00:00+00,01:00:00+00,f,oloc_01GVH3VE0SC195AWZKHCAB452W,,orgn_01GVH3V3T641TN4JKGG9XKS913,f,f,5e7e4bdad54f1760921a3cf3,Hours,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8KE2NMR8MW8M3SCB924,3,19:00:00+00,01:00:00+00,f,oloc_01GVH3VE0SC195AWZKHCAB452W,,orgn_01GVH3V3T641TN4JKGG9XKS913,f,f,5e7e4bdad54f1760921a3cf3,Hours,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8KETD2RPHYXZB3R72VW,4,19:00:00+00,01:00:00+00,f,oloc_01GVH3VE0SC195AWZKHCAB452W,,orgn_01GVH3V3T641TN4JKGG9XKS913,f,f,5e7e4bdad54f1760921a3cf3,Hours,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8KE9N1VZA9Y3N928PNT,5,19:00:00+00,01:00:00+00,f,oloc_01GVH3VE0SC195AWZKHCAB452W,,orgn_01GVH3V3T641TN4JKGG9XKS913,f,f,5e7e4bdad54f1760921a3cf3,Hours,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8KF4XVX3V1TDSHHC822,1,21:00:00+00,22:00:00+00,f,oloc_01GVH3VE0SC195AWZKHCAB452W,,orgn_01GVH3V3T641TN4JKGG9XKS913,f,f,602d5415814295001563d583,Transformers,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8KFD4XVCAV2J759RWFV,3,20:00:00+00,21:00:00+00,f,oloc_01GVH3VE0SC195AWZKHCAB452W,,orgn_01GVH3V3T641TN4JKGG9XKS913,f,f,602d5444814295001563d58a,"Mind, Body, & Soul",,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8KFKQZYKGQA5GTF27HJ,5,20:00:00+00,21:00:00+00,f,oloc_01GVH3VE0SC195AWZKHCAB452W,,orgn_01GVH3V3T641TN4JKGG9XKS913,f,f,602d5457814295001563d58f,Queer Hangout,,,,PST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/Los_Angeles,t,,f
ohrs_01GW2HT8MRT5W700S43EP56CNM,1,13:00:00+00,21:00:00+00,f,oloc_01GVH3VEBC58Q7FK735Q2D90YD,,orgn_01GVH3V3W9W2FQG172YWYZ50N1,f,f,5e7e4bdad54f1760921a3f2c,General Hours,,,,EST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/New_York,t,,f
ohrs_01GW2HT8MSRPW29STXX688TPT8,2,13:00:00+00,21:00:00+00,f,oloc_01GVH3VEBC58Q7FK735Q2D90YD,,orgn_01GVH3V3W9W2FQG172YWYZ50N1,f,f,5e7e4bdad54f1760921a3f2c,General Hours,,,,EST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/New_York,t,,f
ohrs_01GW2HT8MS1WE42VPF1KJSVSXQ,3,13:00:00+00,21:00:00+00,f,oloc_01GVH3VEBC58Q7FK735Q2D90YD,,orgn_01GVH3V3W9W2FQG172YWYZ50N1,f,f,5e7e4bdad54f1760921a3f2c,General Hours,,,,EST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/New_York,t,,f
ohrs_01GW2HT8MSJ1KH8J59B54HK8CZ,4,13:00:00+00,21:00:00+00,f,oloc_01GVH3VEBC58Q7FK735Q2D90YD,,orgn_01GVH3V3W9W2FQG172YWYZ50N1,f,f,5e7e4bdad54f1760921a3f2c,General Hours,,,,EST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/New_York,t,,f
ohrs_01GW2HT8MS3X08DTFQH7PB94K6,5,13:00:00+00,21:00:00+00,f,oloc_01GVH3VEBC58Q7FK735Q2D90YD,,orgn_01GVH3V3W9W2FQG172YWYZ50N1,f,f,5e7e4bdad54f1760921a3f2c,General Hours,,,,EST,2023-03-21 17:00:56.475,2023-04-07 07:01:14.139,America/New_York,t,,f
