orgn_01GVH3V9F7WDH9ES5V1VWH7JJ1,6155086acd9a9700163f44c1,Community Kitchen Inc. of Myrtle Beach,community-kitchen-inc-of-myrtle-beach,community-kitchen-inc-of-myrtle-beach,ftxt_01GW2HSD7WTMREN5QZ1E9EM8Z1,f,f,2022-10-25 08:55:30.496,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2021-09-30 00:44:26.904,2023-06-03 19:35:02.885,,,
orgn_01GVH3V9GGR1CSHCEZ40VSER00,615ce4fa52b7730016d874bd,South Carolina Victims Assistance Network (SCVAN),south-carolina-victims-assistance-network-scvan,south-carolina-victims-assistance-network-scvan,ftxt_01GW2HSDQGEGMGPD8AQTSZGVW7,f,f,2022-10-24 03:12:47.77,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2021-10-05 23:51:22.864,2023-06-03 19:40:30.112,,,
orgn_01GVH3V9HNYWGAKREKTZTZANEG,616737a98ab5c700169045ef,Switchpoint,switchpoint,switchpoint,ftxt_01GW2HSE3ZNK2NBDCYQVD27QXB,f,f,2022-11-17 07:18:12.808,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2021-10-13 19:46:49.722,2023-06-03 19:42:39.903,,,
orgn_01GVH3V9J9KW7BYWWT1S2R0YPK,616c5ca09e4f0d00165026fd,Respond Now,respond-now,respond-now,ftxt_01GW2HSE740PQRG3JWEFV562DR,f,f,2022-12-29 17:52:25.48,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2021-10-17 17:25:52.855,2023-06-03 19:46:03.126,,,
orgn_01GVH3V9MBECN26750YXYVD2YJ,617eed73f8f17a0016bd7ab7,Aloha Medical Mission,aloha-medical-mission,aloha-medical-mission,ftxt_01GW2HSEPR8PP0NKW4Y2WCH8XM,f,f,2022-07-18 19:33:33.41,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2021-10-31 19:24:35.392,2023-06-03 19:49:05.205,,,
orgn_01GVH3V9MKV095N0CEMJ2A2V86,617eff48f8f17a0016bd7b00,Voices for a Second Chance,voices-for-a-second-chance,voices-for-a-second-chance,ftxt_01GW2HSESYDX2S2R0DCC0ZKSJ7,f,f,2022-11-21 04:09:50.362,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2021-10-31 20:40:40.16,2023-06-03 19:53:05.621,,,
orgn_01GVH3V9MR0ZC9HCYHDCBKHF4T,617f0752f8f17a0016bd7b34,DC Recovery,dc-recovery,dc-recovery,ftxt_01GW2HSETHANDTK9WP3XQN90C8,f,f,2022-11-21 04:20:54.811,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2021-10-31 21:14:58.117,2023-06-03 19:50:20.381,,,
orgn_01GVH3V9R1J3TECQBHH04RYFF2,619897c6d73e7300166ffb1a,First Aid Collective of Knoxville (FACK),first-aid-collective-of-knoxville-fack,first-aid-collective-of-knoxville-(fack),ftxt_01GW2HSFJWKQEMVBMY4NJ6YKY0,f,f,2022-11-05 04:33:53.764,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2021-11-20 06:37:58.313,2023-06-03 19:50:38.532,,,
orgn_01GVH3V9R6S1VKW9MP34VF6FDZ,619bd11dfd4bb8001615aa2f,Tailored for Success,tailored-for-success,tailored-for-success,ftxt_01GW2HSFKG0X3EQ4CF50AFQTNP,f,f,2022-11-21 04:25:41.599,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2021-11-22 17:19:25.709,2023-06-03 19:55:15.39,,,
orgn_01GVH3V9RK937V755HS33B3EP3,619beefdfd4bb8001615aabb,Thrive Counseling,thrive-counseling,thrive-counseling,ftxt_01GW2HSFPM82F5W1AE7BDDB56J,f,f,2022-11-18 23:40:35.793,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2021-11-22 19:26:53.078,2023-06-03 19:55:54.75,,,
orgn_01GVH3V9RQSTTRQW0GJG7EV3TG,619d52f28c73430016fdc147,SafeSpace,safespace,safespace,ftxt_01GW2HSFS4AACAFEVTCY7P96VH,f,f,2022-11-05 04:42:17.911,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2021-11-23 20:45:38.27,2023-06-03 19:56:20.676,,,
orgn_01GVH3V9WWFQ3W2FF7GYPQVDJD,61be003714682d0016b3c4f2,Access To Healthcare Network (AHN),access-to-healthcare-network-ahn,access-to-healthcare-network-(ahn),ftxt_01GW2HSGJ4THQECKBFC882EWT7,f,f,2022-09-07 20:31:32.032,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2021-12-18 15:37:27.652,2023-06-03 20:01:46.266,,,
orgn_01GVH3V9Y346KZMAVTW9DMTPAV,61cbafe564fd780016ba141c,The Glory Hall Shelter and Soup Kitchen,the-glory-hall-shelter-and-soup-kitchen,the-glory-hall-shelter-and-soup-kitchen,ftxt_01GW2HSGS30SCTQSTKBTG7NENW,f,f,2022-08-06 15:45:47.577,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2021-12-29 00:46:29.526,2023-06-03 19:37:33.85,,,
orgn_01GVH3V9Z0VPDJXZEGETDPN8NW,61cf15cb6c6bfb0016dcc1c1,Filipino American Service Group,filipino-american-service-group,filipino-american-service-group,ftxt_01GW2HSH1RMJNHKGYECKSRAG5J,f,f,2022-10-14 14:28:10.568,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2021-12-31 14:38:03.395,2023-06-03 19:51:46.198,,,
orgn_01GVH3V9ZNACR5C1ENA5V2AHE5,61cfcc0359db9600332ca887,CASE,case,case,ftxt_01GW2HSH8HDAWAV2WHG12APV8W,f,f,2022-09-07 15:14:22.595,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-01-01 03:35:31.258,2023-06-03 20:02:18.786,,,
orgn_01GVH3V9ZTKC40JHKTKK1ZMDC0,61d088c859db9600332ca888,Lutheran Social Services of Alaska,lutheran-social-services-of-alaska,lutheran-social-services-of-alaska,ftxt_01GW2HSHB5CGB3PMDC4TSH43VF,f,f,2022-12-03 22:07:16.23,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-01-01 17:00:56.334,2023-06-03 20:04:11.164,,,
orgn_01GVH3VA5BVF9234QKQ040KE8R,62094183417025002ebd3396,Hampton Roads Community Health Center,hampton-roads-community-health-center,hampton-roads-community-health-center,ftxt_01GW2HSK70P7NR1PN4608ZVXZ7,f,f,2023-01-23 21:41:54.596,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-02-13 17:36:03.688,2023-06-03 20:06:19.436,,,
orgn_01GVH3VA83RYFNHMWC3NAMP9XY,6226d086c68a07002e413883,Project Hospitality,project-hospitality,project-hospitality,ftxt_01GW2HSM03QWTXQ46Y8FBZ054G,f,f,2022-10-13 20:23:33.082,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-03-08 03:41:58.48,2023-06-03 20:11:46.557,,,
orgn_01GVH3VA8AY11KJZNM3CD5KN4V,6226e63cc68a07002e413a20,West Harlem Group Assistance,west-harlem-group-assistance,west-harlem-group-assistance,ftxt_01GW2HSM3497A5113SXPE7NZZS,f,f,2022-10-14 17:24:34.67,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-03-08 05:14:36.984,2023-06-03 20:10:19.858,,,
orgn_01GVH3VA9MM7PFK1SWR5HGY1NY,623cef3cedddbc002e92fdb7,Centre for Interactive Mental Health Solutions (CIMHS),centre-for-interactive-mental-health-solutions-cimhs,centre-for-interactive-mental-health-solutions-cimhs,ftxt_01GW2HSMDKV1MKBVM268RX091F,f,f,2023-03-20 03:50:34.71,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-03-24 22:22:52.871,2023-06-03 20:12:14.6,,,
orgn_01H5KGYD8KRGJ5Q49FK27MAC6N,,The Public Barber,the-public-barber-ac6n,,ftxt_01HDQ1W3HN421EYG7ZDZ36V87Q,f,t,2023-10-26 22:32:25.397,srce_01GXD88N4X2XNE3DW0G1AZJ403,2023-07-18 03:33:17.224,2023-10-27 00:31:44.938,,,
orgn_01JFWWM93NRDKT9N995VVGZPYV,,Centro Tyrone Guzman,centro-tyrone-guzman,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2024-12-24 17:49:54.681,2024-12-24 17:49:54.681,,,
orgn_01GVH3VAA4ZXBF9YQ006GZ7CTC,623fe3356386090030da9a1f,The Center for Sexuality and Gender Diversity,the-center-for-sexuality-and-gender-diversity,the-center-for-sexuality-and-gender-diversity,ftxt_01GW2HSMG658YD68J62XKAC8TA,f,t,2023-03-17 20:37:42.161,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-03-27 04:08:21.665,2023-04-28 01:12:05.091,,,
orgn_01HQBFZZMTJRY2SRGE7D60SC13,,A-P Medical Group,a-p-medical-group,,ftxt_01HQBFZZN055C6VCF5BQDE2M1D,f,f,2024-02-23 17:25:17.6,srce_01GXD88N4X2XNE3DW0G1AZJ403,2024-02-23 22:03:32.699,2024-12-27 17:31:09.955,,,
orgn_01GVH3VAF8X04YAAWWCS2MCE74,624639ae8286b3002ed51d2e,Ascension Outreach Inc,ascension-outreach-inc,ascension-outreach-inc,ftxt_01GW2HSNCAMCR641162Q6G90QF,f,f,2022-04-01 00:28:12.627,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-03-31 23:30:54.069,2023-06-03 20:13:31.828,,,
orgn_01GVH3VAFY3EF3NZDMZDZJN0X1,62469132ec8892002ebce8e4,Just Neighbors,just-neighbors-n0x1,justice-neighbors,ftxt_01GW2HSNF2FPJ6YJGAE7G8VX1S,f,t,2022-04-05 05:19:35.103,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-04-01 05:44:18.733,2023-04-28 01:38:20.257,,,
orgn_01GVH3VAHC6TKK4ZE716B6BHP2,625743f61476bb002e8fe2b3,A Tidewater Women's Health Clinic,a-tidewater-womens-health-clinic,tidewater-women's-&-lgbt-primary-care-center,ftxt_01GW2HSNTWEAW1QS0EZ43R9HHB,f,t,2022-04-14 00:29:04.11,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-04-13 21:43:18.684,2023-04-21 19:41:13.702,,,
orgn_01GVH3VAPFH7NVA6Y49M8Q0XTC,628d108b0fdd51002e0ffb6f,Feminist Women's Health Center,feminist-womens-health-center-0xtc,feminist-women's-health-center-trans-health-initiative,ftxt_01GW2HSQDDJM94SE7WEETDC6WR,f,t,2022-10-29 01:51:20.347,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-05-24 17:06:19.295,2023-04-29 19:07:34.422,,,
orgn_01GVH3VAR1E0Z2QM04B2ACG9DF,629a89ca42e4ce003ef0d8df,The Literacy Center,the-literacy-center,the-literacy-center,ftxt_01GW2HSQT45XTHBJZNANZB6CBC,f,f,2022-06-03 23:54:15.803,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-06-03 22:23:06.781,2023-06-03 20:15:31.408,,,
orgn_01GVH3VB03CVBKAPS4Z3T5TW0W,62d09716c028d00016b5a2c7,It's Time Texas,its-time-texas,it's-time-texas,ftxt_01GW2HSSGMGK72YBXPRP0KYFBF,f,t,2022-07-14 23:22:10.041,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-07-14 22:22:14.633,2023-04-29 22:04:24.319,,,
orgn_01GVH3VB5YVRWMQDK75JE0ZJBY,62edeb80adf414001687f928,Morovis Community Health Center Inc,morovis-community-health-center-inc,morovis-community-health-center-inc,ftxt_01GW2HSTATC5FP26001ERZZSG4,f,f,2022-08-06 04:45:05.454,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-08-06 04:18:08.929,2023-06-03 20:25:29.568,,,
orgn_01GVH3VBAYJA6VW5EF5DD5RNF0,633b3870a879160016870b23,"AIDS Foundation Houston, Inc. (AFH)",aids-foundation-houston-inc-afh,aids-foundation-houston,ftxt_01GW2HSVKGYDEWGDQ2DWDEC21A,f,t,2022-10-03 19:43:47.823,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-10-03 19:30:56.464,2023-04-29 22:39:36.881,,,
orgn_01GVH3VBHA9KJ4CH4MZ1TV8J0X,636196ad3257cf0016b99933,Centro de Orientación e Información de VIH/SIDA A.C.,centro-de-orientacion-e-informacion-de-vihsida-ac,centro-de-orientación-e-información-de-vih/sida-a.c.,ftxt_01GW2HSXCGYTVRZBSJR6N7WF9Z,f,t,2022-11-01 22:18:32.319,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-11-01 21:59:09.018,2023-04-30 02:47:01.967,,,
orgn_01GVH3VBJ5Z6J5YFRHCF114PAA,63651a3e0f2d4e0016355883,Curran-Seeley Foundation,curran-seeley-foundation,curran-seeley-foundation,ftxt_01GW2HSXG0F1AP29632VCPVYGH,f,f,2022-11-04 14:42:09.906,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-11-04 13:57:18.552,2023-06-03 20:19:16.848,,,
orgn_01GVH3VBJP47SW0C92GFFGQJFN,63693e908985940008b1af28,Jackson Hole Community Counseling Center,jackson-hole-community-counseling-center,jackson-hole-community-counseling-center,ftxt_01GW2HSXJWR7NBXZ47X7GZKJ6D,f,f,2022-11-07 17:56:10.939,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-11-07 17:21:20.06,2023-06-03 20:22:02.381,,,
orgn_01GVH3VBMF5XKZKW1F4K0Y6RNJ,637ea65b0818a300086226eb,North Side Housing and Supportive Services,north-side-housing-and-supportive-services,north-side-housing-and-supportive-services,ftxt_01GW2HSXXMRDCYJRP2AN7G008S,f,f,2022-11-23 23:30:14.027,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-11-23 23:01:47.123,2023-06-03 20:19:42.175,,,
orgn_01GVH3VBNPSQF29N4AHK8YW9EK,6384e1d878ab5000080b9e5d,Polish American Association,polish-american-association,polish-american-association,ftxt_01GW2HSY2ZA29FPHP75W5ZDKF8,f,f,2022-11-28 18:45:54.391,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-11-28 16:29:12.96,2023-06-03 20:20:12.513,,,
orgn_01GVXXKS3GH6FQVVG0J477YCZS,63fadb193d28b70008345d15,QWELL Community Foundation,qwell-community-foundation,austin-outpost-qwell,ftxt_01GW2HT0C64NMG8DKCTZR2WK5G,f,f,2023-02-26 04:10:29.394,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2023-02-26 04:07:53.664,2023-05-07 19:30:42.736,,,
orgn_01GVXXKS3QVCVN6D50D8F3BT31,63fbef601c0bfe0008c7b746,Nebraska Medical Center's Gender Care Clinic,nebraska-medical-centers-gender-care-clinic,nebraska-medicine-university-health-center,ftxt_01GW2HT0DE8VP7HHV3CT6S0ERD,f,t,2023-02-27 00:21:50.578,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2023-02-26 23:46:40.786,2023-05-08 21:32:25.136,,,
orgn_01GVXXKS3VCKN8SK8EZ6KMYG6D,63fd1ef9f3f3cd0008aff174,HotMess Sports,hotmess-sports,hot-mess-sports,ftxt_01GW2HT0E39TGK98SQHZA67PVW,f,t,2023-02-27 21:30:42.61,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2023-02-27 21:22:01.668,2023-05-08 21:42:01.297,,,
orgn_01GVXXKS46QKR5RV2Z6G826A1F,63fe8b6138ea840008fc68fb,Transform Health at UK HealthCare,transform-health-at-uk-healthcare,transform-health,ftxt_01GW2HT0G13BP7ND5SSGWE8E96,f,t,2023-03-06 21:42:39.027,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2023-02-28 23:16:49.172,2023-05-09 17:07:02.108,,,
orgn_01GVXXKS4KPYRMR77062D6YBNV,63fe8eb31b813600089e7580,Providence Youth Student Movement (PrYSM),providence-youth-student-movement-prysm,providence-youth-student-movement,ftxt_01GW2HT0HN71VRJSFG3G3TSJTE,f,t,2023-02-28 23:45:28.03,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2023-02-28 23:30:59.778,2023-05-09 18:49:34.414,,,
orgn_01GVXXKS4TXV426RXBFYPZ7T4E,63fea34612c39500087021a1,Exodus Refugee Immigration,exodus-refugee-immigration,exodus-refugee-,ftxt_01GW2HT0JSFTXRW2D7HHNV9Y26,f,f,2023-03-01 02:55:59.424,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2023-03-01 00:58:46.005,2023-05-09 19:19:34.377,,,
orgn_01GVXXKS55PA1AFDRPN9J035WY,63ff8a8c64f71800088fc448,allgo,allgo,allgo,ftxt_01GW2HT0MFRAQ1BR33JK6GGD0T,f,t,2023-03-01 17:26:28.965,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2023-03-01 17:25:32.789,2023-05-07 17:57:07.513,,,
orgn_01GVXXKS59J28BDWNTHGH4E1D6,6400f46b3504f9000800f88e,Norton Healthcare,norton-healthcare,norton-healthcare,ftxt_01GW2HT0N1VB0651HW7466526F,f,t,2023-03-02 20:14:56.682,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2023-03-02 19:09:31.149,2023-05-09 20:27:26.771,,,
orgn_01GW0KDDPXYAGXM958F8KSN7Y3,6418ce199d604500087aa97b,ACLU of Kentucky,aclu-of-kentucky,aclu-of-kentucky,ftxt_01GW2HT1R4TRJ16543MM3AFM4G,f,t,2023-03-20 21:33:47.134,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2023-03-20 21:20:25.459,2023-05-12 17:47:03.772,,,
orgn_01GVH3V5R77M93PKD5DHP4SYQ5,5ee253eebbe7d20017459e4c,Esperanza Immigrant Rights Project,esperanza-immigrant-rights-project,esperanza-immigrant-rights-project,ftxt_01GW2HRERWG91YTZZM3WA3N1JA,f,f,2022-10-27 02:10:30.252,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2020-06-11 15:55:26.433,2022-10-27 02:10:30.473,,,
orgn_01GVH3V6NQ8GAYFWNFHWB6JWRE,5f529f029f90f600178244ec,DC Area Transmasculine Society (DCATS),dc-area-transmasculine-society-dcats,dc-area-transmasculine-society,ftxt_01GW2HRPBMC7QJRNB7JHQ79KF4,f,t,2022-12-10 07:39:21.312,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2020-09-04 20:09:38.168,2024-11-09 16:55:43.71,,,
orgn_01J4MJWWRHXBGK1JFDMZFTHV1Y,,The Queer Café,the-queer-cafe,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2024-08-06 19:33:15.672,2024-08-06 19:33:15.672,,,
orgn_01J4NCZQAEX2JQGWFAVVB8NZB0,,Queer Cafe,queer-cafe,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2024-08-07 03:09:11.383,2024-08-07 03:09:11.383,,,
orgn_01H4EMWV80FN0ZZSC5RN2SWN6A,,Transgender Awareness Alliance (TAA),transgender-awareness-alliance-taa,,ftxt_01HDQ1W2QT6D9Y63DA5PV3BHMY,f,t,2023-10-26 22:32:24.57,srce_01GXD88N4X2XNE3DW0G1AZJ403,2023-07-03 19:50:26.312,2023-10-27 00:31:44.938,,,
orgn_01H5XNENVR30T0MDJW5TJVG6SN,,Dallas Hope Charities,dallas-hope-charities,,ftxt_01HFF96ENFZGTJPE2SQSB0TD9T,f,t,2023-11-17 18:37:52.687,srce_01GXD88N4X2XNE3DW0G1AZJ403,2023-07-22 02:04:28.937,2023-11-17 22:26:35.414,,,
orgn_01H32R1A7MHZ21758W8TT8BX2P,,Test,test,,,t,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2023-06-16 18:38:43.452,2024-10-12 16:56:44.713,,,
orgn_01GVH3V8QA5BJVR04V4EG36BJW,60d0f456c4db22001539a407,EdgeWest Healthcare For Youth,edgewest-healthcare-for-youth,edgewest-healthcare-for-youth,ftxt_01GW2HS4NE6B6NZP6PEDWXG1TY,f,f,2021-10-12 23:05:00.752,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2021-06-21 20:19:34.259,2022-10-25 11:28:41.981,,,
orgn_01HGKG3BQ4ZJ0GKTSVSS3RBCFE,,The Benedictine Way,the-benedictine-way,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2023-12-01 20:11:10.954,2023-12-01 20:11:10.954,,,
orgn_01J0J4KA1NR13DTWDSRZTHRXP4,,LGTBQ Center OC,lgtbq-center-oc,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2024-06-17 03:42:05.371,2024-06-17 03:42:05.371,,,
orgn_01HHFWNDMEGKZVM29EJA83H3GE,,Out In The Lakeshore,out-in-the-lakeshore,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2023-12-12 20:49:29.746,2023-12-12 20:49:29.746,,,
orgn_01HHFWY1E7FVN6QVBYMW3DT01E,,Lighthouse Immigration Advocates,lighthouse-immigration-advocates,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2023-12-12 20:54:12.182,2023-12-12 20:54:12.182,,,
orgn_01J4HK285VVY1M85T4FWMS35B0,,They/Them Collective,theythem-collective-35b0,,ftxt_01J4HK5MYH9TWE2JPWKWTB6PTZ,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2024-08-05 15:38:27.905,2024-08-05 15:40:20.507,,,
orgn_01J1G336XA7D3KJRQC9APF8FCP,,Prototype PGH,prototype-pgh,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2024-06-28 18:53:02.256,2024-06-28 18:53:02.256,,,
orgn_01HB6E4GMD1AZ0J36RG92NJJY1,,"Pittsburgh Family Planning Health Center of Pittsburgh, PA",pittsburgh-family-planning-health-center-of-pittsburgh-pa,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2023-09-25 15:08:14.874,2023-09-25 15:08:14.874,,,
orgn_01HB6EJZ66MBSSZBE8T0H0SQMP,,Planned Parenthood - Cleveland Health Center,planned-parenthood-cleveland-health-center,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2023-09-25 15:16:08.524,2023-09-25 15:16:08.524,,,
orgn_01HKDCFDK5VZRPK73K06MFTF6W,,"Neuroqueering Counseling Services, LLC",neuroqueering-counseling-services-llc,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2024-01-05 17:59:30.667,2024-01-05 17:59:30.667,,,
orgn_01GVH3VAEATP3HMK9B7DJ3DPME,6245f0a48286b3002ed51c3e,ABA Immigration Justice Project,aba-immigration-justice-project,aba-immigrant-justice-project,ftxt_01GW2HSN2D3KA7446P8Q8049AW,f,f,2022-03-31 19:08:27.496,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2022-03-31 18:19:16.386,2023-03-31 18:16:45.427,,,
orgn_01HMHTG3KFNFB6X0HDVFXJB4CM,,Hagar's House,hagars-house,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2024-01-19 21:37:12.821,2024-01-19 21:37:12.821,,,
orgn_01HBYM81R4MJJP0XZAQK3RSDNX,,JRI,jri,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2023-10-05 00:36:48.521,2023-10-05 00:36:48.521,,,
orgn_01HBYMHP6W4TX6P961T25WR3F6,,MV Community Services,mv-community-services,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2023-10-05 00:42:04.382,2023-10-05 00:42:04.382,,,
orgn_01HN4NC8CDRD85J0TDNKVY6Q7X,,América Diversa Inc,america-diversa-inc,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2024-01-27 05:13:17.974,2024-01-27 05:13:17.974,,,
orgn_01GVH3V453C8SV3WVK68VZEZCZ,5e7e4bdcd54f1760921a4620,"The Center (The Lesbian, Gay, Bisexual & Transgender Community Center)",the-lesbian-gay-bisexual-and-transgender-community-center,the-lesbian-gay-bisexual-transgender-community-center-new-york-ny,ftxt_01GW2HR2D2Z15152VZ3TCAHFTX,f,t,2022-12-27 03:30:55.963,srce_01H3FR96DFKRAM07AZ8T8MXHE5,2020-03-27 18:54:20.726,2023-03-01 06:01:10.166,,,
orgn_01HD792JQ27XX7N76RZD2BFCV4,,Rochester Rainbow Union,rochester-rainbow-union,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2023-10-20 19:30:26.672,2023-10-20 19:30:26.672,,,
orgn_01HDHR1XVX4MTGV3BVQCXZTVCH,,Community Healthcaring Kitchener-Waterloo,community-healthcaring-kitchener-waterloo,,,f,f,,srce_01GXD88N4X2XNE3DW0G1AZJ403,2023-10-24 21:04:38.274,2023-10-24 21:04:38.274,,,
