ophn_01GVH3WG3DA60G9Z0YC7CMG84R,61aa97b42c5a7400160446de,Cell & Whatsapp,6862097741,,t,t,f,t,ctry_01GW2HHDKAWXWYHAAESAA5HH94,,f,2021-12-03 22:08:45.089,2023-04-10 22:54:53.547,ftxt_01FP15FCH1SPFN5ZDRMWNXYKGJ,f,
ophn_01GVH3WHAJV2CQ3YJ6ZGYAXH44,623b0700675f5a002e080c06,Main office (Tucson),5206220525,,t,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-03-01 09:58:42.193,2023-04-10 22:56:08.341,ftxt_01FX2ENW8HSEWX75VAQACAQBPR,f,
ophn_01GVH3WHAJ8QW5H2BVTBTQV0S4,623b0c7c675f5a002e080c0c,Marana,5206823001,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-03-01 09:58:42.193,2023-04-10 22:56:08.341,ftxt_01FX2ENW8H4F8WD0BD1Q5E7AKG,f,
ophn_01GVH3WHAJY8BXG17BAHSJ8AQ7,623b0f7c675f5a002e080c19,Green Valley,5206255252,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-03-01 09:58:42.193,2023-04-10 22:56:08.341,ftxt_01FX2ENW8H8AZ8TV37V531CBTD,f,
ophn_01GVH3WHAJ34V1BBFZ7WHZBH69,623b10b8675f5a002e080c25,Amado,5203982942,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-03-01 09:58:42.193,2023-04-10 22:56:08.341,ftxt_01FX2ENW8H9T0MA11SBTQ65SDQ,f,
ophn_01GVH3W3W7HP9PKJ7AAQDM8QPT,603d49ffcae0620015826577,Testing,8883643065,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2021-03-01 17:43:38.402,2023-05-25 13:32:38.34,ftxt_01EZQE6VN2CEXNFR6FWW59MFVK,t,
ophn_01GVH3VZE3100C71GYSX3YME4V,62576bbf1476bb002e8fe4bc,24/7 Helpline,3147276294,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-12-11 21:56:39.732,2023-05-25 20:23:52.576,ftxt_01ES9WWN5MP4RBNEAC1MXGX7RG,t,
ophn_01GVH3VE22WB8J9SJXY4RM2A27,5f245551384fb2001776dc79,Mi Centro,3232867224,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:18.228,2023-05-23 15:45:00.752,ftxt_01E4ENGK3M7VZRYVGPVRSXQAS5,f,
ophn_01GVH3VDWB7DGXSF8GJ76N1WXY,5e7e4bd9d54f1760921a3c18,Fax,8339890148,,f,f,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:17.944,2023-05-23 20:15:49.177,ftxt_01E4ENGJTRJ7W6C49JZT2E9G2C,f,
ophn_01GVH3WK8HB0C10XCCKGTRR268,62d056f5c028d00016b5a0b7,Frank Lee (CPACS Express & Mobility Buses Director),7709360969,348,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-07-12 15:54:30.723,2023-05-21 03:54:05.484,ftxt_01G7SHWZE3B58XXNA62KYPJKNF,t,
ophn_01GVH3W9BPFP8BP7R5M8WJGQEW,6105c04a90f18b0015f8cea0,24 Hour Crisis Line,4067828511,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2021-07-31 21:25:24.138,2023-04-10 22:56:59.34,ftxt_01FBZ7A5HAY5F0SW47PWH60JAV,f,
ophn_01GVH3VDWBFHNCAFX6PBH794RG,5e7e4bd9d54f1760921a3c17,Phone,4154873300,,t,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:17.944,2023-04-10 22:57:23.238,ftxt_01E4ENGJTR3Z2AK8FAVR003BRH,f,
ophn_01GVH3VFEHY6DFYFXVZE1K8ECH,5e7e4bdcd54f1760921a454a,Virginia Office,7034447009,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:20.484,2023-05-23 20:33:41.48,ftxt_01E4ENGNA4QHQ83E4DWDKKA3X4,f,
ophn_01GVH3VG5NPXG21AT421RFNDTD,5e7e4bddd54f1760921a4895,Florence Office ,5208680191,,t,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:21.449,2023-05-23 20:52:18.152,ftxt_01E4ENGP89MSYRJ1ESNQ89CNJS,f,
ophn_01GVH3VSEP6J4C416093Q0VQ4C,5f1da453b7573b0017567119,Kalamazoo Office Fax,2694927198,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,t,2020-07-26 15:17:58.662,2023-05-21 03:05:58.168,ftxt_01EE5V7ER6ZJ9MH9QKPJ5T641V,f,
ophn_01GVH3VNMQ04CHQ80FV9C6HB69,5e8f93a4cf5e26ae4eb3bae7,Home Care for Seniors,9259496151,,f,f,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-04-09 21:29:08.736,2023-04-10 22:58:11.938,ftxt_01E5GDHEW0MK0E0EPCPHE4D65W,f,
ophn_01GVH3VNMQQ6X7MB9HG2KV7THP,5e8f93a4cf5e26ae4eb3bae8,Contra Costa Office,9259272000,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-04-09 21:29:08.736,2023-04-10 22:58:11.938,ftxt_01E5GDHEW0FA1F105K88K08VEM,f,
ophn_01GVH3VHMDRR69D0PM4CSQZ6E7,5e7e4bdfd54f1760921a4f30,Corner Brook Office,8446399226,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,t,2020-03-27 18:54:23.418,2023-05-21 04:15:02.943,ftxt_01E4ENGR5TSGDCHJM42DYCTTP1,f,
ophn_01GVH3VNMQ023ZM7FZAQB18AK1,5e8f93a4cf5e26ae4eb3bae5,Older Adult Services Phone,5105587800,,f,f,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-04-09 21:29:08.736,2023-05-25 18:59:14.054,ftxt_01E5GDHEW0BJD00SCDBKM1HPQY,f,
ophn_01GVH3W3W7PPHVNYJCSSMM5YTM,603d4a7ecae0620015826581,Appointments,5183831783,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2021-03-01 17:43:38.402,2023-05-21 02:47:17.047,ftxt_01EZQE6VN2WKD73M15NPEWXWWK,t,
ophn_01GVH3W3W7VVBA0M2RJ2GJ45NX,603d5da7cae06200158265e3,Clifton Park Center,5183831783,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,t,2021-03-01 17:43:38.402,2023-05-21 02:47:17.047,ftxt_01EZQE6VN2CXY7RKGC559MJYCJ,f,
ophn_01GVH3W3W7J3VGYPTBJGRT9M7A,603d5e20cae06200158265f0,Cobleskill Center,5182343325,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,t,2021-03-01 17:43:38.402,2023-05-21 02:47:17.047,ftxt_01EZQE6VN2WNTQTTXZB7FATDY5,f,
ophn_01GVH3VHMDN9V5P3NHJTWG4Y34,5e7e4bdfd54f1760921a4f31,Gander Office,7092563991,,f,t,f,t,ctry_01GW2HHDKAWXWYHAAESAA5HH94,,t,2020-03-27 18:54:23.418,2023-05-21 04:15:02.943,ftxt_01E4ENGR5TRHEKSFARCE0S18AN,f,
ophn_01GVH3VDWBBB75XQNMAR9V60MA,5e7e4bd9d54f1760921a3c19,Housing,4154873300,7000,t,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:17.944,2023-05-23 20:15:49.177,ftxt_01E4ENGJTRVGQQ4PDGPDMC1E6N,f,
ophn_01GVH3VNMQFP0J665KA3VPG442,5e8f93a4cf5e26ae4eb3bae6,Home Care for Seniors,5106846009,,f,f,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-04-09 21:29:08.736,2023-05-25 18:59:14.054,ftxt_01E5GDHEW0XY0Z19KQSYGZB4YE,f,
ophn_01H299KD95K51H93K9419VBGFD,641b784937a693000886ee54,Office Phone,8595230590,,t,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2023-03-22 21:47:01.905,2024-02-23 21:59:17.988,ftxt_01H29ENF8J0MDPKTAJH4Y59TPR,f,
ophn_01GVH3VNMR9FHB4695F65DQFCC,5e8f93a4cf5e26ae4eb3baea,Counseling/Therapy,5105587800,700,f,f,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-04-09 21:29:08.736,2023-04-10 22:58:11.938,ftxt_01E5GDHEW0JG9GXRYB2ARP1PVE,f,
ophn_01GVH3VJ2CH95HT6PRFH6EHM6G,5f1afea9325ccf0017339946,Medical Clinic Appointments,3039625317,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:23.957,2023-05-25 20:54:29.247,ftxt_01E4ENGRPNM7YXGK4NJK3JTYGP,t,
ophn_01GVH3VJ2CX6D44JMQBBJDN1ES,5f1afd3d325ccf0017339929,Greeley Office,9703531177,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,t,2020-03-27 18:54:23.957,2023-05-21 03:17:14.577,ftxt_01E4ENGRPNNHZ6AA34J1SXWPTC,f,
ophn_01GVH3VJ2CD8AHNJE94NABYQTE,5f1afd93325ccf0017339935,Grand Junction Office,9702432437,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,t,2020-03-27 18:54:23.957,2023-05-21 03:17:14.577,ftxt_01E4ENGRPNRBC02JXS9875FYYZ,f,
ophn_01GVH3WA915ZQ16SHNDHR3QTAX,612e894572f2fc0015171990,Healthcare for the Homeless,4066516560,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,t,2021-08-31 16:07:37.14,2023-05-21 03:55:46.137,ftxt_01FEEFEJDMBPKMS1PM743HD55W,t,
ophn_01GVH3WHVXWD6Z9A4MYA2N30C8,624792efec8892002ebce979,Helpline,2128686741,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-04-01 23:58:11.309,2023-04-10 22:54:53.547,ftxt_01FZKS19VDG6CHAS92Z0TXBDCP,f,
ophn_01GVH3WHVY9S1XAE40NDGPYZXN,62479307ec8892002ebce97b,Text Line Only,3052041809,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-04-01 23:58:11.309,2023-04-10 22:54:53.547,ftxt_01FZKS19VD6BERJHS67ST7YCGV,f,
ophn_01H299KDBA7TKKFJK7EHGWF1AX,64309b916f8ef40008567f6d,Main Phone,5206236857,,t,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2023-03-27 18:23:59.53,2024-02-23 21:59:17.988,ftxt_01H29ENFAE4J1RZ0S9TA8E8MNT,f,
ophn_01GVH3WA9169K4PR8TWN2W02G6,612e8ccd72f2fc00151719a0,Live Well Center,4062473350,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2021-08-31 16:07:37.14,2023-05-21 03:55:46.137,ftxt_01FEEFEJDM8Z04HWF22KQWR2AG,t,
ophn_01GVH3VHMDF0KNFVXD84Z12S1X,5e7e4bdfd54f1760921a4f33,Happy Valley-Goose Bay Office,8338965323,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,t,2020-03-27 18:54:23.418,2023-05-21 04:15:02.943,ftxt_01E4ENGR5TKG3377Y0PTVGB2QY,f,
ophn_01GVH3VDR6X6GV5AH242W4G12V,5e7e4bd9d54f1760921a3b43,Main Phone 2,6505503923,,f,f,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:17.673,2023-05-23 20:10:45.955,ftxt_01E4ENGJJ9D8SCWHCD2CTXCWHQ,f,
ophn_01GVH3VJVY0DFBSHPR3ZNK3X5M,62e9bcba353bf3001615860f,Main office,6135634818,,t,t,f,t,ctry_01GW2HHDKAWXWYHAAESAA5HH94,,f,2020-03-27 18:54:25.234,2023-04-10 22:56:08.341,ftxt_01E4ENGSYJWBRXVM7W1FTF2Q9F,f,
ophn_01GVH3W6R3QKVNYWQ4HSPA9JTY,60b5031ce9407900152618de,Gender Pathway Services Main Number,8169608844,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2021-05-31 15:36:19.795,2023-04-10 22:56:08.341,ftxt_01F71H352K4BB6EXRRGXW4BPZ8,f,
ophn_01GVH3VNMRHE4TH5TXS0E8SDHN,5e8f93a4cf5e26ae4eb3bae9,Family Justice Center,5107047480,235,f,f,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-04-09 21:29:08.736,2023-05-25 18:59:14.054,ftxt_01E5GDHEW0SWR60ZVMKKFSC3N2,f,
ophn_01GVH3VNMR7Z55PKNQ2MYRQ01S,60f3c817008dc000158a9fac,Main fax,510704494,,f,t,f,t,ctry_01GW2HHDKAWXWYHAAESAA5HH94,,f,2020-04-09 21:29:08.736,2023-05-25 18:59:14.054,ftxt_01E5GDHEW04DK9W7MXG99GQKXE,f,
ophn_01GVH3VGQMR1ATC2PRTKA68QE4,6022e8116ef1e7001526b987,Emergency Services (9am-4pm),6198004252,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:22.31,2023-05-24 14:27:22.795,ftxt_01E4ENGQ3646A4Y31KEC1M1ZSM,f,
ophn_01GVH3W6R3SPT7EZE912M8BFHJ,62588321cd4225002ee41f58,Hard of Hearing/Deaf Main Line,8162343816,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2021-05-31 15:36:19.795,2023-05-25 13:37:18.687,ftxt_01F71H352KB8AGG506PF6PBEGC,f,
ophn_01GVH3VDR694EJDXJHC23F1DK7,5e7e4bd9d54f1760921a3b44,Main Phone 3,4085739686,,f,f,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:17.673,2023-05-23 20:10:45.955,ftxt_01E4ENGJJ9KJ0M1Q79A846FFB1,f,
ophn_01GVH3W9BP5K5K5Y1XWXQ836KA,6105c05d90f18b0015f8cea2,Office Phone,4067829807,,t,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2021-07-31 21:25:24.138,2023-04-10 22:56:59.34,ftxt_01FBZ7A5HAHN275BE9D8M1CX29,f,
ophn_01GVH3VDR849RQ53ZFBGEXAAMF,5e7e4bd9d54f1760921a3b4f,Daly City Eastmoor Pharmacy,6507571431,,f,f,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:17.673,2023-05-23 20:10:45.955,ftxt_01E4ENGJJ991QKG78PPYY04C07,f,
ophn_01GVH3VYFJTFZQNBJ35GEF7HYP,615cb38d5eabee0016ee9e11,GBT Health Center,3182226633,2116,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-10-31 22:03:13.346,2023-05-21 02:57:20.297,ftxt_01EP0AZ6J2A2Q0N0TP6M1HG951,t,
ophn_01GVH3VJ2CBK4ANGC29WRR98CY,5f1afbaa325ccf0017339917,Fort Collins Office,9704844469,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,t,2020-03-27 18:54:23.957,2023-05-21 03:17:14.577,ftxt_01E4ENGRPNMV8W3Q5J0T6ECFY5,f,
ophn_01GVH3VDR8W9RNZ42Z1DC36S0J,5e7e4bd9d54f1760921a3b50,San Jose Lundy Pharmacy,4089548036,,f,f,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:17.673,2023-05-23 20:10:45.955,ftxt_01E4ENGJJ97RBZX3QRPV08RXWF,f,
ophn_01GVH3W3W7PFEC4R1G657TKKW6,603e75d5652598001579b692,Corning Health Center,6079624686,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,t,2021-03-01 17:43:38.402,2023-05-21 02:47:17.047,ftxt_01EZQE6VN2CX12NHP1CSPX7NQY,f,
ophn_01GVH3W3W7WV9BC18ADPQE07DG,603e766d652598001579b6b0,Elmira Health Center,6077343313,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,t,2021-03-01 17:43:38.402,2023-05-21 02:47:17.047,ftxt_01EZQE6VN2SRYDWAXPJFX92H4C,f,
ophn_01GVH3VYFHNSVCG8NFYGWW31KG,5f9de3fd79a2270017c43c49,Main Office,3182226633,,t,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,t,2020-10-31 22:03:13.346,2023-05-21 02:57:20.297,ftxt_01EP0AZ6J26FB0MA01QCV9HE41,f,
ophn_01GVH3VYFHH6HKPXFH0DAE2H9R,5f9de42d79a2270017c43c4b,Fax ,3182226678,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,t,2020-10-31 22:03:13.346,2023-05-21 02:57:20.297,ftxt_01EP0AZ6J2ZDS38N4X6MSY4A8F,f,
ophn_01GVH3VYFHAWXSC5FSCP3SY9Y7,5f9e1d1979a2270017c43c57,Mercy Center,3182226633,2210,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,t,2020-10-31 22:03:13.346,2023-05-21 02:57:20.297,ftxt_01EP0AZ6J2DT0QABKV4MHP437K,f,
ophn_01GVH3VYFHYEGYMKNMQRYZ74N4,5f9e27b479a2270017c43c83,PrEP clinic,3182226633,2013,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-10-31 22:03:13.346,2023-05-21 02:57:20.297,ftxt_01EP0AZ6J2C40XE6F8QR1X4FW4,t,
ophn_01GVH3VYFHKBP3NG3VB1M4NYJK,615cb2f15eabee0016ee9dfb,SSP,3185109074,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-10-31 22:03:13.346,2023-05-21 02:57:20.297,ftxt_01EP0AZ6J2JK030R2JRBSH33D2,t,
ophn_01GVH3VDRBZ538EBPAKNT7027E,5e7e4bd9d54f1760921a3b51,Appointment Desk,4154333318,,f,f,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:17.673,2023-05-23 20:10:45.955,ftxt_01E4ENGJJ9GN6MB905WW1EZPFP,f,
ophn_01GVH3VDWB72VZFZH90MS77B8R,5e7e4bd9d54f1760921a3c1c,ECS Info and referral,4154873370,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:17.944,2023-05-23 20:15:49.177,ftxt_01E4ENGJTRG98GWT1E5DYMK7MJ,f,
ophn_01GVH3VFEHX5ZB4MM0XN6MBT84,5e7e4bdcd54f1760921a454b,Maryland office,2405940600,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:20.484,2023-05-23 20:33:41.48,ftxt_01E4ENGNA4GBED4YN067X8TSHD,f,
ophn_01GVH3W6R3SJT85TT5P7HXB6GR,62588360cd4225002ee41f62,Children's Mercy Blue Valley,9137174700,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2021-05-31 15:36:19.795,2023-05-25 13:37:18.687,ftxt_01F71H352KV7PZ9Q3TSE72CPE5,f,
ophn_01GVH3VFEHV20CKXZ8G05DV5NP,60ff45fdf6907600151fe997,Administrative Office,2023874848,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:20.484,2023-04-10 22:55:43.748,ftxt_01E4ENGNA42S0VQYEX22GRJ09G,f,
ophn_01GVH3VHGTQY5GMJ2VYJZ50PMC,5e7e4bdfd54f1760921a4ed2,Tutoring,2129419090,3229,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:23.3,2023-05-24 14:33:08.879,ftxt_01E4ENGR24FGRNZQ8HJ0G5XY0B,f,
ophn_01GVH3W6197CDVBA2VRE8VWPCC,60935b43206ab500154a0c0e,Crisis Center,8003324224,,t,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2021-05-06 02:41:34.202,2023-05-25 13:35:01.524,ftxt_01F4ZRTHZTV2CFS36VXCF58SEQ,f,
ophn_01GVH3W6R3A55XCW725TCHK914,6258837fcd4225002ee41f67,Children's Mercy Broadway,8169603080,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2021-05-31 15:36:19.795,2023-05-25 13:37:18.687,ftxt_01F71H352K9R3TT2JKGY2ZGKGW,f,
ophn_01GVH3WHVY72R7V8GQ6DKH0WJY,62479362ec8892002ebce982,National Domestic Violence Hotline,+18007997233,,f,f,t,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-04-01 23:58:11.309,2024-10-16 16:23:04.283,ftxt_01FZKS19VD6P4G8BVGQRVR734B,f,
ophn_01GVH3WGS62PRC0QGKKB1421Q6,61f4033490fcea002e2514ad,Bakersfield,6613241669,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-01-28 14:43:14.602,2023-04-10 22:56:33.538,ftxt_01FTGJ7WHAVBZBWQYVJ9NSSN5V,f,
ophn_01GVH3WGS6C72HTXX4RSA051FQ,61f4037190fcea002e2514b1,Tulare 1,5596841437,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-01-28 14:43:14.602,2023-04-10 22:56:33.538,ftxt_01FTGJ7WHA6TAJAGC0CRY8GH8W,f,
ophn_01GVH3WGS6H48XMJ6ZQDK8C872,61f4038790fcea002e2514b8,Tulare 2,5596841470,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-01-28 14:43:14.602,2023-04-10 22:56:33.538,ftxt_01FTGJ7WHAV1HBV37QA1KKB7Y5,f,
ophn_01GVH3WGS6R6R4TC6181GTH7P2,61f403a090fcea002e2514bd,Portervile 1,5597841121,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-01-28 14:43:14.602,2023-04-10 22:56:33.538,ftxt_01FTGJ7WHA5NDRZYYG2NPTA9ST,f,
ophn_01GVH3WGS6FSQTMYS0VARG8NFH,61f403b190fcea002e2514c3,Portervile 2,5597841122,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-01-28 14:43:14.602,2023-04-10 22:56:33.538,ftxt_01FTGJ7WHAXFMKZFMT2DNXSZ4E,f,
ophn_01GVH3WGS7VPB0H5M2A29D6YN0,61f403c790fcea002e2514d0,Delano 1,6617252123,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-01-28 14:43:14.602,2023-04-10 22:56:33.538,ftxt_01FTGJ7WHA35RC36H343VVQDB3,f,
ophn_01GVH3VFEHA32454VYD90G3EHF,63628df0a9b1800016ffae9b,"Colleen Normile, Project END Managing Attorney",2025523604,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2020-03-27 18:54:20.484,2023-04-10 22:55:43.748,ftxt_01E4ENGNA472CYNEZE40SQS0AX,f,
ophn_01GVH3W9BPBG61HBWCSASX9D9B,6105c07890f18b0015f8cea5,Toll Free Phone,8773358511,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2021-07-31 21:25:24.138,2023-04-10 22:56:59.34,ftxt_01FBZ7A5HAM05311ZB7T06PQGE,f,
ophn_01GVH3WGS7NPS9GV0E810VXBZ4,61f403d590fcea002e2514d8,Delano 2,6617252159,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-01-28 14:43:14.602,2023-04-10 22:56:33.538,ftxt_01FTGJ7WHAF2X69KRARYT9FBBG,f,
ophn_01GVH3WGS7VJ7TJ3GQWE08F5Y7,61f403e390fcea002e2514e1,Visalia,5596276291,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-01-28 14:43:14.602,2023-04-10 22:56:33.538,ftxt_01FTGJ7WHAXNVGWMAXJN10A47Z,f,
ophn_01GVH3WGS7VTHEDTDDVBYC61D3,61f403f090fcea002e2514eb,Visalia 2,5596276292,,f,t,f,t,ctry_01GW2HHDK9M26M80SG63T21SVH,,f,2022-01-28 14:43:14.602,2023-04-10 22:56:33.538,ftxt_01FTGJ7WHAD54ZCX13YK75A695,f,
